#  1:Date 2:Time 3:Temperature_Comedor_Sensor 4:Temperature_Habitacion_Sensor 5:Weather_Temperature 6:CO2_Comedor_Sensor 7:CO2_Habitacion_Sensor 8:Humedad_Comedor_Sensor 9:Humedad_Habitacion_Sensor 10:Lighting_Comedor_Sensor 11:Lighting_Habitacion_Sensor 12:Precipitacion 13:Meteo_Exterior_Crepusculo 14:Meteo_Exterior_Viento 15:Meteo_Exterior_Sol_Oest 16:Meteo_Exterior_Sol_Est 17:Meteo_Exterior_Sol_Sud 18:Meteo_Exterior_Piranometro 19:Exterior_Entalpic_1 20:Exterior_Entalpic_2 21:Exterior_Entalpic_turbo 22:Temperature_Exterior_Sensor 23:Humedad_Exterior_Sensor 24:Day_Of_Week
18/04/2012 03:45 19.1447 18.816 16 206.667 203.232 33.8213 32.364 11.6867 15.5227 0 0.65 1.53667 0 0 0 -2.964 0 0 0 16.5767 44.1173 3
18/04/2012 04:00 19.0873 18.7767 16 206.251 203.552 34.024 32.6227 11.866 15.312 0 0.65 1.866 0 0 0 -2.808 0 0 0 16.5967 44.8533 3
18/04/2012 04:15 19.0467 18.7533 16 205.771 203.253 34.2987 32.7573 11.6053 15.3933 0 0.65 1.78467 0 0 0 -3.18533 0 0 0 16.628 45.4293 3
18/04/2012 04:30 19.01 18.7127 16 205.397 203.36 34.464 32.976 11.768 15.2467 0 0.694 1.92 0 0 0 -2.964 0 0 0 16.7 45.648 3
18/04/2012 04:45 18.97 18.672 16 205.173 203.04 34.604 33.104 11.7033 15.7013 0 0.826 2.106 0 0 0 -3.12 0 0 0 16.7573 46.2827 3
18/04/2012 05:00 18.9387 18.652 16 206.133 202.891 34.876 33.3093 11.7033 15.2307 0 5.00133 2.404 0 0 0 -2.73 0 0 0 16.784 46.6693 3
18/04/2012 05:15 18.9233 18.63 16 205.963 202.741 34.94 33.6707 11.6867 14.8893 0 98.3613 2.364 0 0 0 -3.042 0 0 0 16.87 47.2533 3
18/04/2012 05:30 18.8733 18.6133 16 205.803 202.859 35.3707 33.8853 11.6867 15.4907 0 465.813 2.97133 0 0 0 -0.676 0 0 0 16.918 47.8293 3
18/04/2012 05:45 18.8733 18.5867 16 205.803 202.485 35.2373 34.22 12.4507 22.0853 0 614.4 2.90933 0 150.528 0 8.186 0 0 0 17.0033 48.48 3
18/04/2012 06:00 18.8433 18.58 16 205.344 202.4 35.3893 34.4147 21.572 25.3093 0 614.4 3.33867 1326.08 2644.99 1512.45 23.0807 0 0 0 17.054 48.3893 3
18/04/2012 06:15 18.8333 18.5867 16 205.355 202.112 35.4587 34.7573 21.4267 24.512 0 614.72 2.88533 2609.15 8300.2 3318.78 43.832 0 0 0 17.126 48.6133 3
18/04/2012 06:30 18.8267 18.6 16 205.195 202.176 35.6453 35.024 21.328 25.7333 0 615.403 2.66867 4400.81 12513.6 4917.25 71.8613 0 0 0 17.1873 48.44 3
18/04/2012 06:45 18.83 18.64 16 205.557 202.176 35.916 35.2987 21.652 24.9667 0 615.488 2.716 6250.5 10715.8 6745.09 107.357 0 0 0 17.2507 48.8907 3
18/04/2012 07:00 18.8733 18.652 16 205.419 202.581 36.2547 35.4733 21.4093 35.036 0 616.384 3.14933 8177.66 34353.8 11574.6 169.648 0 0 0 17.4233 48.6213 3
18/04/2012 07:15 18.9073 18.7233 16 205.664 202.624 36.6547 35.7707 28.1307 69.1067 0 618.432 2.904 12942.7 73654.3 21934.8 314.496 0 0 0 17.76 47.824 3
18/04/2012 07:30 18.9873 18.788 16.1333 204.821 202.635 36.2013 35.376 36.148 93.4107 0 619.328 3.91133 14477.3 78525.8 27209.7 380.48 0 0 0 18.216 47.256 3
18/04/2012 07:45 19.0667 18.9287 17 205.248 201.568 35.336 35.2187 37.5067 88.8133 0 619.413 3.85333 13809.3 65085.4 30579.4 380.853 0 0 0 18.6733 45.4533 3
18/04/2012 08:00 19.1613 19.054 17.3333 205.877 201.632 35.66 34.328 34.7547 74.3093 0 618.56 4.50933 11374.3 55615.5 32107.9 338.304 0 0 0 19.0293 46.1173 3
18/04/2012 08:15 19.328 19.256 18 205.568 202.144 35.7 34.2507 64 140.56 0 620.651 2.80667 17616.9 88899.6 53403.6 586.859 0 0 0 19.4533 43.9947 3
18/04/2012 08:30 19.5053 19.4693 17.8 206.411 202.731 34.5787 33.812 61.2227 115.024 0 621.376 2.70667 14778.7 70527 44464.1 532.352 0 0 0 20.0453 42.8987 3
18/04/2012 08:45 19.672 19.678 17.2667 206.656 202.912 34.2493 33.5213 61.7247 111.245 0 621.888 2.258 14821.7 73962.2 49682.4 538.421 0 0 0 20.4813 41.0347 3
18/04/2012 09:00 19.858 19.9013 18.0667 206.315 203.296 33.9707 33.2413 78.3413 141.216 0 622.187 1.64867 15630.3 86917.1 62414.8 662.677 0 0 0 20.9947 38.6947 3
18/04/2012 09:15 20.054 20.1553 19 206.923 203.189 33.4187 32.7413 75.2027 138.496 0 622.656 2.20867 15515.6 80270.7 63354.2 685.291 0 0 0 21.64 34.008 3
18/04/2012 09:30 20.2813 20.408 19 207.765 203.232 33.0453 32.24 74.7813 132.139 0 622.741 1.58933 13981.7 70052.5 59210.4 662.997 0 0 0 22.16 33.7453 3
18/04/2012 09:45 20.5173 20.6547 19 207.723 202.891 32.916 32.088 84.5307 142 0 622.955 2.02333 14778.4 71614.5 67698.7 745.301 0 0 0 22.436 34.712 3
18/04/2012 10:00 20.7507 20.9013 19 208.213 203.253 32.712 31.8027 90.0853 139.003 0 622.912 2.37533 15538.9 61030.4 67412 765.205 0 0 0 22.768 33.8093 3
18/04/2012 10:15 20.976 21.1653 19 208.437 203.147 32.644 31.656 84.2667 139.051 0 622.613 2.868 14499.8 50259.3 63473 745.28 0 0 0 22.9973 33.36 3
18/04/2012 10:30 21.236 21.4453 19 208.597 203.392 32.6413 31.3987 105.621 144.683 0 622.784 2.72133 13473.8 46776.3 77359.8 892.032 0 0 0 23.2707 32.3573 3
18/04/2012 10:45 21.532 21.7413 19.7333 208.448 203.328 32.5333 31.0293 95.5547 142.437 0 622.955 2.918 16110.9 34735.4 68810.1 872.981 0 0 0 23.676 31.616 3
18/04/2012 11:00 21.8067 22.0187 20.5333 208.885 203.893 32.452 30.8587 92.776 138.491 0 622.699 1.81933 22502.7 31214.3 60827 840.405 0 0 0 24.052 31.4213 3
18/04/2012 11:15 22.0453 22.2747 21 209.397 204.192 32.5333 30.712 71.5653 116.656 0 622.357 2.36 25202.7 28068.5 42136.9 625.792 0 0 0 24.3147 30.448 3
18/04/2012 11:30 22.228 22.4387 21 208.917 203.573 32.48 30.5413 47.008 84.576 0 620.437 2.65533 22697.3 24197.8 28119 439.296 0 0 0 24.1587 28.3173 3
18/04/2012 11:45 22.3933 22.572 21 208.789 204.971 32.4587 30.408 39.844 68.8187 0 619.669 2.60733 19828.7 21361.3 23721.3 377.035 0 0 0 23.9373 27.5707 3
18/04/2012 12:00 22.5173 22.672 20.9333 209.131 204.309 32.7253 30.116 31.3867 56.5627 0 619.115 3.272 18913.3 19100.3 20010.3 331.904 0 0 0 23.7373 27.2387 3
18/04/2012 12:15 22.5813 22.7547 20.2667 210.571 207.616 31.8613 29.58 43.62 85.9627 0 618.944 2.628 22461.1 21111.5 23735.6 397.248 0 0 0 23.5813 26.8213 3
18/04/2012 12:30 22.7893 22.8693 20 213.259 210.688 30.288 28.772 57.3947 100.405 0 619.541 3.60467 26563.9 23223 34502 533.013 0 0 0 23.56 26.688 3
18/04/2012 12:45 22.9827 23.0267 20 212.779 210.304 30.3733 28.7827 80.1653 111.285 0 620.565 3.59267 29825.7 19357.7 48484.4 691.499 0 0 0 23.68 26.268 3
18/04/2012 13:00 23.2027 23.212 20 211.659 209.184 30.212 28.6053 98.9973 130.581 0 621.376 3.66267 41178.5 18920.1 54972.4 861.888 0 0 0 24.0653 26.6907 3
18/04/2012 13:15 23.3867 23.4013 20 211.115 208.213 30.2507 28.588 79.2427 112.597 0 621.077 3.44467 38035.5 20945.6 41754.6 670.571 0 0 0 24.496 26.5 3
18/04/2012 13:30 23.572 23.5573 20 209.472 208.32 29.8187 28.4307 95.712 116.592 0 621.547 4.04067 51590.5 21124.4 44754.3 795.392 0 0 0 24.728 26.436 3
18/04/2012 13:45 23.7573 23.7333 20.9333 210.133 207.776 30.0973 28.324 81.264 112.576 0 621.163 3.022 49804.6 19292.8 37187.6 681.109 0 0 0 25.0973 27.0307 3
18/04/2012 14:00 23.9333 23.884 21 209.803 207.04 30.124 28.4347 75.2427 103.344 0 621.12 3.59933 61150.5 15452.2 36659.2 705.579 0 0 0 25.3453 26.8453 3
18/04/2012 14:15 24.112 24.0253 21 209.365 206.4 29.5693 28.5507 92.4827 104.491 0 621.248 3.53067 82362.4 13508.6 37315.9 802.197 0 0 0 25.6453 27.172 3
18/04/2012 14:30 24.2813 24.16 21.7333 209.035 206.741 29.2373 28.4787 59.032 71.7787 0 620.565 3.106 49754.1 12613.6 26808.3 511.936 0 0 0 25.916 25.4973 3
18/04/2012 14:45 24.428 24.272 22 208.971 207.008 28.972 28.24 59.4747 87.0027 0 620.48 2.42267 56262.7 17072.1 29237.2 570.325 0 0 0 25.904 25.424 3
18/04/2012 15:00 24.5627 24.392 22 208.789 206.059 28.9733 28.1413 77.3227 84.9173 0 620.864 3.77533 82990.4 16691.9 28992.9 707.947 0 0 0 25.9653 26.2653 3
18/04/2012 15:15 24.704 24.4693 22 208.117 205.771 28.452 28.1453 63.4987 47.2453 0 620.565 4.07733 93121.2 9654.95 20209 654.741 0 0 0 26.1787 26.5747 3
18/04/2012 15:30 24.8067 24.54 22 208.789 205.547 28.9747 28.0907 51.752 43.936 0 619.84 4.53667 90630.8 8293.38 17888.6 608.832 0 0 0 26.2267 25.2147 3
18/04/2012 15:45 24.9253 24.5933 22 208.352 205.611 28.5107 28.1907 40.7533 45.336 0 619.797 3.12 73258.3 8357.89 14957.2 487.872 0 0 0 26.0093 24.3973 3
18/04/2012 16:00 24.976 24.6307 22 208.32 205.397 28.2693 27.968 36.702 50.3413 0 619.2 4.21533 56859.3 11997.9 17092.6 422.571 0 0 0 25.7013 23.8587 3
18/04/2012 16:15 25.032 24.684 22 206.891 205.301 27.7787 27.7653 33.2373 51.2213 0 619.456 3.93133 71057.4 13639 17322.7 467.669 0 0 0 25.456 24.072 3
18/04/2012 16:30 25.088 24.6867 22 206.763 204.672 28.032 27.8227 20.7413 40.508 0 619.243 3.64667 75680.4 12427.6 14735.7 423.819 0 0 0 25.2067 23.776 3
18/04/2012 16:45 25.084 24.6907 22 206.368 204.885 26.7573 27.6907 21.0673 28.2053 0 618.859 2.75 59450.7 8924.16 12082.5 312.907 0 0 0 24.94 23.972 3
18/04/2012 17:00 25.088 24.692 21.5333 206.475 204.363 27.324 27.38 20.9853 26.724 0 618.475 3.366 50028.5 8536.75 10091.2 241.685 0 0 0 24.6787 24.052 3
18/04/2012 17:15 25.036 24.664 21 205.781 204.555 27.1493 27.316 21.444 24.1547 0 617.92 3.04867 27089.6 7182.34 8049.32 180.805 0 0 0 24.4173 24.3293 3
18/04/2012 17:30 25.0013 24.6187 20.8667 205.429 204.885 26.764 27.3373 20.9033 24.7733 0 617.195 2.64133 9152.85 5354.5 5404.67 94.6427 0 0 0 24.144 24.4413 3
18/04/2012 17:45 24.9493 24.584 20 206.069 205.696 26.1733 27.6213 21.4733 24.5933 0 616.768 1.444 7734.27 4773.89 5383.17 81.7333 0 0 0 23.9213 24.5493 3
18/04/2012 18:00 24.876 24.5107 20 205.92 205.109 26.404 27.652 21.1487 24.0733 0 616.64 1.88133 4888.58 3318.78 3433.47 52.9293 0 0 0 23.6707 24.5693 3
18/04/2012 18:15 24.7987 24.436 20 205.771 204.469 26.4547 27.6453 21.0833 24.7893 0 616.213 1.784 2422.78 1641.47 1670.14 24.394 0 0 0 23.3613 24.684 3
18/04/2012 18:30 24.7013 24.364 20 205.504 204.139 26.1813 27.508 11.6867 21.0947 0 616 0.848667 688.128 301.056 71.68 7.97667 0 0 0 23.0693 24.924 3
18/04/2012 18:45 24.632 24.28 20 205.824 204.128 26.4067 27.3467 11.426 14.5813 0 404.896 0.65 0 0 0 -2.05333 0 0 0 22.8013 25.2307 3
18/04/2012 19:00 24.548 24.192 19.8667 206.219 204.331 26.6547 27.256 11.3113 14.8253 0 77.32 0.982 0 0 0 -3.316 0 0 0 22.5213 25.6973 3
18/04/2012 19:15 24.4747 24.112 19 205.472 204.16 27.22 27.4987 11.622 14.3707 0 5.52867 2.24667 0 0 0 -3.38133 0 0 0 22.248 26.2573 3
18/04/2012 19:30 24.392 24.0093 18.8667 205.067 203.893 26.7907 27.508 11.524 14.1107 0 0.826 1.234 0 0 0 -3.18533 0 0 0 21.976 26.6067 3
18/04/2012 19:45 24.296 23.912 18 205.685 204.725 27.1867 27.588 11.5887 14.988 0 0.65 1.61467 0 0 0 -3.25067 0 0 0 21.7427 27.06 3
18/04/2012 20:00 24.2053 23.8267 18 205.024 204.64 27.3773 27.704 11.4427 14.3707 0 0.694 1.55533 0 0 0 -3.316 0 0 0 21.532 27.524 3
18/04/2012 20:15 24.1093 23.728 17.4667 204.693 203.541 27.7987 27.804 11.426 14.4027 0 0.738 2.14933 0 0 0 -3.18533 0 0 0 21.3253 28.0747 3
18/04/2012 20:30 24.0093 23.624 17.7333 205.045 203.349 28.2307 27.8467 11.6867 15.3933 0 0.694 3.53333 0 0 0 -3.25067 0 0 0 21.1467 28.912 3
18/04/2012 20:45 23.9093 23.536 18 204.021 204.747 28.4733 27.98 11.5407 14.4187 0 0.65 2.74333 0 0 0 -3.25067 0 0 0 20.684 30.36 3
18/04/2012 21:00 23.82 23.4387 18 203.232 203.339 28.4733 28.116 11.5073 15.1987 0 0.65 2.19333 0 0 0 -3.12 0 0 0 20.5 30.68 3
18/04/2012 21:15 23.6973 23.3573 18 203.616 203.296 29.0467 28.2453 11.67 14.6467 0 0.65 2.91267 0 0 0 -3.12 0 0 0 20.484 31.1747 3
18/04/2012 21:30 23.5973 23.2573 17.6667 203.04 203.072 29.3893 28.404 11.5073 14.484 0 0.65 2.53667 0 0 0 -3.25067 0 0 0 20.378 32.0453 3
18/04/2012 21:45 23.504 23.152 17 203.413 202.528 29.5613 28.5693 11.426 15.1827 0 0.65 3.22467 0 0 0 -3.12 0 0 0 20.1687 33.356 3
18/04/2012 22:00 23.3907 23.064 17 203.477 202.891 29.896 28.7987 11.4427 14.3213 0 0.65 3.68867 0 0 0 -3.10733 0 0 0 19.7027 34.9533 3
18/04/2012 22:15 23.308 22.948 17 203.083 203.157 30.1253 29.0307 11.6053 14.5 0 0.65 3.62067 0 0 0 -3.042 0 0 0 19.7033 34.996 3
18/04/2012 22:30 23.2053 22.8587 17 202.869 202.453 30.292 29.2627 11.524 15.28 0 0.65 3.412 0 0 0 -3.12 0 0 0 19.6227 35.3867 3
18/04/2012 22:45 23.1067 22.7613 16.6667 202.475 202.24 30.4587 29.48 11.524 14.5813 0 0.65 3.55333 0 0 0 -3.18533 0 0 0 19.5147 35.7413 3
18/04/2012 23:00 22.988 22.6773 16 202.507 202.315 30.5707 29.6027 11.7033 14.9227 0 0.65 5.09733 0 0 0 -3.17267 0 0 0 19.3587 36.3333 3
18/04/2012 23:15 22.88 22.5667 16 202.763 202.037 30.7133 29.7467 11.524 14.468 0 0.65 4.53933 0 0 0 -2.964 0 0 0 19.2247 36.6973 3
18/04/2012 23:30 22.784 22.4613 16 202.645 201.76 30.7733 29.9387 11.622 14.6787 0 0.65 3.39133 0 0 0 -3.042 0 0 0 19.0727 37.3387 3
18/04/2012 23:45 22.6573 22.3867 16 202.091 201.781 30.88 29.9947 11.6053 14.6467 0 0.65 4.32333 0 0 0 -3.042 0 0 0 18.9707 37.8173 3
19/04/2012 00:00 22.536 22.2853 16 202.379 202.283 30.9693 30.1907 11.7033 14.1427 0 0.65 3.84267 0 0 0 -2.886 0 0 0 18.8867 38.12 3.06667
19/04/2012 00:15 22.452 22.1773 16 202.24 201.611 31.0587 30.292 11.426 14.9547 0 0.65 3.56133 0 0 0 -3.18533 0 0 0 18.804 38.2453 4
19/04/2012 00:30 22.3333 22.0933 16 201.877 202.709 31.0333 30.4507 11.7033 15.3933 0 0.65 3.65067 0 0 0 -3.10733 0 0 0 18.73 38.396 4
19/04/2012 00:45 22.2307 22.0013 15.8667 201.536 201.941 30.9667 30.524 11.6053 15.3933 0 0.65 3.47533 0 0 0 -3.10733 0 0 0 18.622 38.5493 4
19/04/2012 01:00 22.124 21.896 15 202.496 200.747 30.9787 30.552 11.6867 14.9387 0 0.65 3.052 0 0 0 -3.02933 0 0 0 18.5233 38.6573 4
19/04/2012 01:15 22.0307 21.8053 15 201.739 201.312 31.0573 30.6747 11.524 14.5813 0 0.65 3.02067 0 0 0 -3.042 0 0 0 18.4327 38.6627 4
19/04/2012 01:30 21.9427 21.7147 15 201.845 201.184 31.124 30.816 11.6053 14.9067 0 0.65 2.654 0 0 0 -2.886 0 0 0 18.3307 38.72 4
19/04/2012 01:45 21.8547 21.62 15 202.133 201.717 31.1147 30.7587 11.6867 15.036 0 0.65 1.86733 0 0 0 -3.02933 0 0 0 18.1927 39.048 4
19/04/2012 02:00 21.7547 21.552 15 201.579 201.536 31.0853 30.7267 11.6867 14.744 0 0.65 1.65733 0 0 0 -3.12 0 0 0 18.108 38.928 4
19/04/2012 02:15 21.6587 21.4493 15 200.96 201.259 30.9973 30.5947 11.524 15.1827 0 0.65 1.02333 0 0 0 -2.964 0 0 0 18.0667 38.7747 4
19/04/2012 02:30 21.572 21.3493 15 200.939 201.803 31.0973 30.9653 11.7847 15.2147 0 0.65 1.904 0 0 0 -3.02933 0 0 0 17.9873 39.0667 4
19/04/2012 02:45 21.488 21.2707 15 201.515 201.579 31.2227 31.0587 11.524 14.3867 0 0.65 1.42533 0 0 0 -3.042 0 0 0 17.8967 39.2787 4
19/04/2012 03:00 21.4213 21.1907 15 201.685 201.525 31.3227 31.0427 11.5073 15.572 0 0.65 0.503333 0 0 0 -3.12 0 0 0 17.81 39.528 4
19/04/2012 03:15 21.3373 21.112 15.7333 201.408 200.875 31.1693 31.0267 11.622 15.3773 0 0.65 1.15333 0 0 0 -3.12 0 0 0 17.7033 39.8733 4
19/04/2012 03:30 21.244 21.0373 16 200.757 200.747 31.3213 31.084 11.6867 15.572 0 0.65 1.482 0 0 0 -2.886 0 0 0 17.5947 40.1933 4
19/04/2012 03:45 21.148 20.968 16 201.685 201.557 31.1053 31.1373 11.768 14.9707 0 0.65 1.91933 0 0 0 -3.042 0 0 0 17.53 39.824 4
19/04/2012 04:00 21.0707 20.88 15.4667 201.141 200.917 31.2147 31.1653 11.4427 14.6787 0 0.65 1.204 0 0 0 -3.12 0 0 0 17.506 39.6733 4
19/04/2012 04:15 20.996 20.812 15 201.045 200.8 31.2907 31.1973 11.6053 15.1333 0 0.65 0.935333 0 0 0 -2.964 0 0 0 17.4613 39.784 4
19/04/2012 04:30 20.904 20.72 15 200.437 201.909 31.1973 31.348 11.6053 15.1173 0 0.65 0.999333 0 0 0 -3.12 0 0 0 17.3667 39.9493 4
19/04/2012 04:45 20.828 20.652 15 201.621 201.44 31.1907 31.4293 11.524 15.1173 0 0.87 1.50067 0 0 0 -2.964 0 0 0 17.31 40.3693 4
19/04/2012 05:00 20.7413 20.5747 15 201.451 201.707 31.1347 31.4747 11.7033 15.036 0 6.84733 1.41467 0 0 0 -3.042 0 0 0 17.246 40.472 4
19/04/2012 05:15 20.688 20.4933 15 201.003 200.949 31.172 31.5227 11.7033 15.588 0 146.309 1.51333 0 0 0 -2.886 0 0 0 17.1847 40.6547 4
19/04/2012 05:30 20.592 20.42 14.8667 201.365 202.133 31.1067 31.664 11.5073 17.5587 0 606.997 2.28667 0 587.776 0 1.014 0 0 0 17.1053 41 4
19/04/2012 05:45 20.532 20.348 14 202.059 201.557 31.3053 31.6853 19.7993 24.6747 0 613.931 1.26267 623.616 3963.9 1505.28 15.06 0 0 0 17.0267 41.0053 4
19/04/2012 06:00 20.4767 20.2867 14 202.208 201.419 31.428 31.7333 21.1473 24.692 0 615.403 2.13333 7648.26 42840.7 7254.02 66.652 0 0 0 16.9867 41.44 4
19/04/2012 06:15 20.4267 20.2467 14 201.557 201.461 31.2293 31.7573 21.0673 24.7733 0 616.896 2.33333 11065 58608.3 10865.7 123.301 0 0 0 17.0253 41.5293 4
19/04/2012 06:30 20.39 20.208 14.3333 202.144 201.973 31.216 31.9413 21.2287 28.1093 0 617.536 2.54533 9223.85 48784.7 10857.1 149.024 0 0 0 17.176 41.1827 4
19/04/2012 06:45 20.3533 20.192 15 201.333 202.229 31.2787 31.928 20.9853 24.676 0 616.299 2.54733 4558.85 21805.1 7081.98 99.4347 0 0 0 17.3053 41.18 4
19/04/2012 07:00 20.3053 20.1367 15 201.291 202.528 31.1987 31.9813 21.1487 24.692 0 616 2.43933 4752.38 17890 6673.41 91.424 0 0 0 17.326 42.3573 4
19/04/2012 07:15 20.2947 20.1267 15 202.624 202.709 31.5613 32.2093 27.852 55.4947 0 616.853 2.334 10664.6 49848.3 17442.8 261.163 0 0 0 17.3713 41.616 4
19/04/2012 07:30 20.34 20.1847 15 202.048 201.28 31.4987 31.8613 40.656 90.9013 0 619.541 2.21 15286.6 72435 29678.3 427.424 0 0 0 17.7387 39.8947 4
19/04/2012 07:45 20.38 20.2533 15.5333 202.283 201.28 31.4067 31.448 33.86 67.256 0 619.499 2.54 11066 50511.9 25075 331.264 0 0 0 18.1693 38.992 4
19/04/2012 08:00 20.4487 20.3013 16 202.443 201.664 31.4213 32.052 44.9587 96.408 0 619.456 2.95267 12396.9 64129.7 34582.5 438.389 0 0 0 18.5067 38.572 4
19/04/2012 08:15 20.548 20.4307 16 203.104 202.368 31.3147 31.8987 51.6533 118.576 0 621.12 2.73267 15300.6 89052.5 50214.2 562.965 0 0 0 19.0413 37.7173 4
19/04/2012 08:30 20.66 20.596 16 203.2 201.717 31.1853 31.0053 68.8773 144.261 0 621.76 2.63533 15093.1 89631.4 56511.1 616.619 0 0 0 19.6347 36.948 4
19/04/2012 08:45 20.8133 20.7813 16 203.605 202.379 31.1667 31.0827 81.7413 144.443 0 621.888 3.386 15222.8 92367.5 60923.9 659.605 0 0 0 20.1727 36.3427 4
19/04/2012 09:00 20.9867 20.9973 16.6667 203.979 202.667 31.0933 30.956 66.4307 118.344 0 622.016 3.31133 14054.4 74156 52690.3 598.779 0 0 0 20.708 35.6147 4
19/04/2012 09:15 21.0947 21.092 18 204.661 202.859 31.2067 30.9693 21.5547 24.8533 0 618.133 2.96067 4458.5 13695.7 9411.58 145.952 0 0 0 20.7107 35.6173 4
19/04/2012 09:30 21.1733 21.1453 18 204.523 203.125 31.4747 31.1467 57.1087 90.764 0 618.005 2.138 10206.2 47497.9 39007.6 457.147 0 0 0 20.44 35.704 4
19/04/2012 09:45 21.3827 21.3493 18 205.141 203.093 31.412 30.9547 97.284 157.157 0 621.717 2.466 14943.2 73207.8 66324.5 788.928 0 0 0 20.972 35.0053 4
19/04/2012 10:00 21.6013 21.6147 18.9333 204.832 203.392 31.1587 30.696 105.771 146.971 0 622.656 2.85467 13300.4 69335 71056 824.533 0 0 0 21.8613 33.6773 4
19/04/2012 10:15 21.8387 21.8707 19.1333 205.867 203.552 31.0067 30.5773 111.355 144.501 0 622.784 2.96 13658.8 58996.1 75912.5 868.437 0 0 0 22.2893 33.812 4
19/04/2012 10:30 22.0787 22.1667 20 206.325 203.755 30.9307 30.3747 108.568 144.261 0 622.613 2.828 11889.7 43985.6 72482.8 871.211 0 0 0 22.6587 33.152 4
19/04/2012 10:45 22.3 22.408 20 205.952 204.107 30.9467 30.1587 111.605 144.421 0 622.485 3.14667 12742 34796.9 74948.6 916.224 0 0 0 22.9973 32.7573 4
19/04/2012 11:00 22.58 22.7093 20 206.667 204.309 30.86 29.9933 111.163 144.443 0 622.827 3.35267 11236.7 28984.7 73367.6 951.211 0 0 0 23.416 32.24 4
19/04/2012 11:15 22.852 23.0107 20 207.627 205.141 30.8053 29.8667 108.293 144.384 0 622.571 2.84933 14032.2 22394.2 71322.3 974.805 0 0 0 23.8453 31.528 4
19/04/2012 11:30 23.1107 23.2787 19.8667 207.115 205.269 30.7307 29.7667 89.7867 120.424 0 622.443 2.686 21256.9 21942.3 54763.5 843.776 0 0 0 24.4627 30.1413 4
